CustomerID,PostalCode,Occupation,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer,AvgMonthSpend
23050,97301,Professional,1,2,0,134630,0,52.32
14825,48001,Skilled Manual,0,0,0,57868,1,51.7
24501,V2W 1W2,Skilled Manual,0,0,0,59180,1,49.59
27514,3550,Manual,0,0,0,30518,0,49.61
23473,97068,Manual,1,0,1,31661,1,48.7
15250,91945,Skilled Manual,0,1,0,55274,0,49.64
11004,2500,Management,0,1,0,110267,0,52.22
15563,98027,Professional,1,3,0,132447,1,54.4
25149,98366,Skilled Manual,1,2,2,56658,1,49.02
16163,3220,Professional,1,3,0,128966,1,52.7
19072,EM15,Manual,1,1,2,28160,0,47.97
28861,98052,Clerical,0,2,0,81179,0,50.56
11130,97355,Skilled Manual,0,0,0,51713,0,48.53
22167,1597,Manual,1,0,1,26157,0,45.19
11653,97355,Manual,0,1,0,29758,0,45.98
11734,92118,Management,1,0,0,104243,0,59.65
19058,LE18,Clerical,1,0,0,83843,1,55.13
26293,98312,Skilled Manual,0,1,1,54066,1,47.88
13189,94519,Clerical,1,1,1,76668,0,53.78
27831,53001,Skilled Manual,0,1,0,57562,1,50.66
16728,97222,Manual,0,1,0,35605,0,46.38
28290,V8Y 1L1,Manual,0,1,0,29740,0,56.45
25979,97005,Clerical,0,2,0,85907,1,56.45
15264,4217,Skilled Manual,1,1,0,61043,0,48.98
20852,RG11 5TP,Manual,0,0,0,34922,0,45.58
15122,4810,Management,0,0,0,105851,1,50.74
11193,97071,Clerical,1,1,2,77587,1,54.54
18231,94704,Clerical,1,1,1,86276,1,51.9
27523,98225,Manual,0,1,0,34788,0,48.26
28533,2777,Skilled Manual,0,2,0,59376,1,55.3
22647,78400,Clerical,0,2,0,78272,0,54.18
13156,4551,Skilled Manual,1,0,1,51362,1,48.65
12294,W1N 9FA,Management,1,0,1,113215,1,54.24
18525,V9,Professional,1,2,0,133362,1,54.74
28061,94010,Management,1,2,0,104958,1,57.23
26567,2060,Clerical,1,3,0,86286,1,52.08
20462,91364,Professional,1,1,0,132746,0,52.33
27910,3000,Skilled Manual,1,1,1,62442,1,49.67
18318,98036,Skilled Manual,0,1,0,60216,0,48.73
22390,70452,Clerical,1,0,1,85585,1,52.86
25382,94519,Clerical,0,0,0,86086,1,52.1
13592,78400,Manual,1,1,0,26026,0,44.79
23704,90712,Skilled Manual,1,1,0,60952,1,49.21
13644,3550,Manual,0,1,0,34538,0,46.29
18062,91776,Clerical,1,2,0,86990,0,50.7
27698,4700,Skilled Manual,1,0,2,56227,1,51.47
27304,59100,Skilled Manual,1,1,0,57525,0,51.87
20059,93000,Skilled Manual,0,2,0,57859,0,48.67
19716,91776,Skilled Manual,1,2,0,52963,1,52.38
19510,SE1 8HL,Skilled Manual,0,1,0,54985,0,52.64
20930,59368,Clerical,1,1,0,81448,0,54.84
20459,91910,Skilled Manual,0,0,0,53660,1,48.87
15745,98225,Skilled Manual,1,0,1,59129,1,49.35
28429,59000,Manual,0,0,0,29186,0,49.08
12439,97005,Skilled Manual,1,2,1,53578,1,49.75
17658,95062,Manual,1,1,2,27621,0,49.51
11217,97205,Clerical,1,1,0,81038,0,51.29
21587,90706,Professional,1,2,0,137376,0,51.96
14742,91950,Manual,1,1,0,27834,0,45.41
17109,78000,Skilled Manual,0,2,0,55133,0,50.37
27563,97068,Skilled Manual,1,1,1,55999,1,50.57
19199,91977,Manual,0,1,0,28513,0,48.41
17673,94941,Manual,1,0,0,31398,1,46.0
24720,RG12 8TB,Skilled Manual,0,1,0,62029,0,49.98
21787,91941,Management,1,2,1,108570,1,51.79
16489,1597,Skilled Manual,1,0,1,51693,1,53.77
22737,94704,Management,1,1,2,102889,1,52.28
27210,91502,Skilled Manual,1,1,0,57889,1,53.2
13549,75007,Manual,0,0,0,30353,1,47.87
18648,94010,Skilled Manual,1,2,0,61837,1,48.44
27039,90505,Clerical,1,1,0,85249,0,54.24
20878,75002,Management,1,2,0,109191,1,50.89
21889,2580,Clerical,0,1,0,79599,0,50.58
18366,92806,Manual,0,1,0,27910,0,45.61
26122,90012,Skilled Manual,1,1,0,55692,0,52.38
23153,92118,Management,1,2,0,108792,1,51.12
25857,97068,Manual,1,0,0,32102,0,48.78
16015,91945,Skilled Manual,0,0,0,52179,0,51.27
18724,3550,Skilled Manual,1,2,1,54525,1,47.64
19211,90712,Clerical,1,2,1,78299,1,51.88
11044,4655,Skilled Manual,1,1,1,51888,0,53.85
23984,W1Y 3RA,Skilled Manual,1,1,0,60734,0,51.36
18321,97071,Skilled Manual,0,1,0,59222,0,51.6
29179,3280,Skilled Manual,0,2,0,58833,1,48.82
27155,75007,Skilled Manual,0,2,0,51104,1,48.39
21189,4551,Manual,0,1,1,34568,1,50.2
11054,3220,Manual,1,0,0,31293,1,46.27
19206,91932,Skilled Manual,1,1,1,59581,1,51.38
28426,EC1R 0DU,Clerical,0,2,0,83952,1,49.57
25047,94303,Skilled Manual,0,1,0,57332,0,48.75
16951,98201,Manual,0,0,1,33808,1,50.53
18959,V3L 1H4,Clerical,1,2,0,81281,1,58.44
19299,RG11 5TP,Manual,0,1,0,31364,0,45.96
21584,98201,Skilled Manual,0,0,0,61372,1,48.5
20151,3977,Manual,0,0,0,27049,0,45.72
23291,97222,Clerical,1,3,1,83770,1,55.09
13630,2500,Manual,0,0,0,28506,0,49.01
15326,91910,Clerical,1,2,0,83677,0,56.1
14573,97068,Clerical,1,2,0,82786,1,49.23
17924,3429,Skilled Manual,0,0,0,55747,1,52.36
18847,97071,Skilled Manual,1,1,2,55380,1,48.63
19133,97301,Management,1,2,0,110544,1,51.62
22831,92100,Skilled Manual,1,2,0,58223,1,50.91
11134,6006,Manual,1,1,0,35781,1,50.35
24153,78000,Management,1,2,0,104071,0,53.24
16459,GL50,Manual,0,1,0,34373,1,45.82
16927,2065,Clerical,1,1,1,84043,1,50.65
26886,TY31,Management,0,1,0,111954,0,54.36
12205,91502,Clerical,1,3,1,83789,1,52.59
19837,94704,Skilled Manual,1,2,0,61683,0,48.41
26291,90802,Management,0,3,0,104406,0,54.47
23917,20354,Skilled Manual,1,1,0,60143,0,49.06
27218,90401,Skilled Manual,1,1,0,55612,0,48.78
22372,91776,Management,0,2,0,106097,1,52.89
17844,W1Y 3RA,Manual,0,1,0,31453,0,50.76
16643,V6B 3P7,Skilled Manual,1,0,1,61785,1,51.6
16283,75016,Clerical,0,3,0,84156,1,52.82
11933,98225,Skilled Manual,0,2,0,56384,0,52.12
14727,97222,Professional,1,2,0,128298,1,52.49
28277,98225,Management,1,3,1,107831,1,52.96
18698,2300,Management,0,3,0,110700,1,55.34
23784,97005,Clerical,0,3,0,84209,1,60.32
16099,98104,Professional,1,1,1,130446,1,52.12
23464,94070,Manual,0,1,1,28153,0,53.45
25666,45000,Skilled Manual,0,1,0,53700,0,48.93
23166,91941,Clerical,0,2,0,84691,1,49.99
22606,63151,Manual,0,1,0,33146,0,45.82
11764,2300,Skilled Manual,0,0,0,60163,1,52.66
11235,98107,Skilled Manual,1,2,0,59020,1,49.61
19318,91940,Manual,0,0,0,34556,1,47.52
13657,97355,Professional,1,1,0,132462,0,54.24
25623,97330,Clerical,1,1,1,77189,1,53.07
16399,60323,Manual,0,0,0,26372,0,48.55
16733,2777,Clerical,1,2,1,87328,1,54.77
12184,97045,Clerical,1,2,0,83752,1,55.73
24249,2444,Manual,1,0,0,27132,0,46.7
18447,1597,Skilled Manual,1,1,0,57563,0,49.21
23383,91910,Skilled Manual,1,1,0,52040,1,50.38
19362,W10 6BL,Manual,0,1,0,33419,1,49.4
15312,92625,Clerical,1,1,0,78338,0,49.6
14719,41100,Clerical,1,0,0,79426,0,50.05
16716,98371,Manual,0,1,0,28634,0,48.14
21869,53131,Skilled Manual,1,1,1,60550,1,52.68
16303,64283,Skilled Manual,0,2,0,55188,1,52.26
28582,97205,Skilled Manual,1,1,0,56543,0,49.98
14139,24044,Professional,1,3,0,128670,1,51.66
11790,91910,Clerical,1,3,1,81049,1,51.44
13317,90012,Skilled Manual,1,1,0,52226,1,51.78
24772,94947,Skilled Manual,0,0,1,52340,1,48.07
11212,V9,Skilled Manual,1,2,1,59741,1,51.56
23728,90241,Manual,1,1,0,32212,0,47.39
17649,RG11 5TP,Skilled Manual,0,2,0,52163,1,48.33
17028,98055,Manual,1,1,0,28763,0,45.92
15229,6105,Clerical,1,2,1,77872,1,52.25
22101,98201,Clerical,1,1,0,87336,0,49.93
14875,V9,Clerical,0,1,0,77167,0,52.91
22515,78400,Skilled Manual,0,2,0,53306,1,49.58
21862,77680,Manual,1,0,1,25782,0,49.33
25331,V9B 5T2,Professional,1,1,1,138391,1,56.19
22971,V8Y 1L1,Skilled Manual,0,2,0,60048,1,48.93
26705,91776,Clerical,1,1,0,77617,0,53.96
18887,98107,Skilled Manual,0,1,0,56932,0,49.04
15666,77127,Skilled Manual,0,1,0,61759,0,51.35
17087,C2H 7AU,Manual,0,0,1,34104,0,48.41
20998,4551,Skilled Manual,0,1,0,58292,0,48.41
29373,SL67RJ,Manual,0,0,1,31278,1,53.56
20599,KB9,Skilled Manual,1,1,2,52415,0,48.46
15143,2777,Professional,1,2,1,134546,1,52.08
21463,91977,Professional,1,3,1,138003,1,53.75
26665,2010,Manual,0,1,0,28485,0,48.91
16486,2055,Skilled Manual,1,1,1,57982,1,49.35
16602,TY31,Clerical,1,2,1,79306,1,51.3
20762,94109,Manual,1,0,0,32807,1,46.23
13953,2300,Clerical,1,2,0,77696,1,50.45
17760,EM15,Skilled Manual,0,2,0,55098,1,51.23
18416,97205,Manual,1,0,1,33086,1,47.62
20274,98107,Manual,0,0,0,34256,0,46.23
20661,91502,Clerical,1,2,1,77126,1,52.95
18354,94010,Clerical,1,2,1,78060,1,50.75
23826,90802,Clerical,0,1,0,77246,0,54.45
20109,92625,Skilled Manual,0,0,0,59889,1,53.18
19892,94070,Skilled Manual,1,1,0,58189,0,56.6
21939,V9,Management,1,2,0,110284,0,51.84
22744,94519,Clerical,1,3,0,84150,0,53.62
15255,94070,Skilled Manual,0,1,0,53617,1,48.09
28307,4700,Management,1,0,0,111310,0,52.04
20216,5023,Clerical,1,1,1,78788,1,53.15
21286,90210,Clerical,0,0,0,81608,1,60.93
21499,94070,Skilled Manual,1,1,0,55069,1,48.28
19914,59223,Management,1,0,0,103796,0,51.75
25853,99202,Professional,1,1,2,131146,1,55.79
26057,91502,Skilled Manual,0,1,0,58638,1,48.11
26409,SL67RJ,Skilled Manual,1,2,0,61312,1,49.53
21861,75010,Manual,1,0,0,33649,1,45.9
15779,98312,Clerical,1,1,0,85832,0,55.86
22151,6105,Skilled Manual,1,2,2,52279,1,53.0
27999,97205,Skilled Manual,1,0,0,54318,0,52.45
11484,66578,Clerical,0,2,0,87546,1,51.12
19767,94704,Manual,0,0,0,29771,0,47.84
18972,V6B 3P7,Manual,1,1,0,32684,1,45.79
22285,V8Y 1L1,Management,1,0,1,102849,1,52.09
16625,4655,Skilled Manual,0,1,1,55868,1,49.26
12448,97355,Clerical,1,3,0,82083,1,51.69
25147,V7L 4J4,Skilled Manual,1,2,1,51969,1,51.7
20580,75013,Skilled Manual,1,1,0,52071,0,54.62
22921,4169,Professional,1,2,0,137313,1,53.72
27578,90712,Clerical,1,3,0,79003,1,49.61
28108,3220,Manual,1,1,0,33295,0,50.37
14979,80074,Skilled Manual,0,1,0,55758,1,50.42
21455,98225,Clerical,1,1,0,81615,0,50.46
17486,97355,Management,0,2,0,106514,1,50.73
27746,2065,Professional,1,3,0,128098,1,54.16
17868,90706,Manual,0,0,0,26828,0,49.87
21668,PE17,Clerical,0,2,0,79093,1,50.48
19217,V8P,Skilled Manual,1,0,0,51469,1,48.99
21093,SW19 3RU,Management,1,3,1,111862,1,51.69
16529,2580,Clerical,0,2,0,83532,0,50.28
12278,40605,Manual,0,1,0,27359,0,45.53
22158,97005,Manual,0,1,0,26597,0,44.61
26390,W1N 9FA,Clerical,1,1,0,83588,1,50.84
19268,4217,Skilled Manual,0,1,0,50939,0,48.61
25258,94014,Manual,0,0,0,31109,1,46.18
23966,LA1 1LN,Skilled Manual,1,1,1,55522,0,49.98
20113,98366,Clerical,1,0,0,84573,1,50.66
23443,59140,Management,0,1,0,104412,1,51.3
26342,91950,Clerical,0,0,0,83252,0,51.35
23829,V9,Clerical,1,1,0,87264,1,50.11
16488,7001,Skilled Manual,1,0,1,52799,1,58.44
28186,97005,Management,1,1,2,110229,1,55.39
18502,91910,Manual,0,1,0,30384,1,46.17
13362,90706,Skilled Manual,1,1,1,60474,0,51.72
27689,7001,Management,1,2,0,106710,0,60.98
13675,W1X3SE,Manual,0,0,0,25615,0,48.65
11376,L4 4HB,Management,1,3,1,108108,1,54.13
28471,59223,Manual,0,0,0,27218,0,53.55
28793,98371,Management,1,2,1,107959,1,60.64
17911,2450,Skilled Manual,0,2,0,59823,1,49.08
27948,80074,Professional,1,2,0,129476,1,59.08
23954,SW6 SBY,Clerical,0,1,0,80550,0,52.52
13626,4000,Manual,0,1,0,30217,0,45.89
15990,92806,Clerical,1,3,0,77976,1,55.01
28980,98033,Skilled Manual,1,1,1,59421,0,50.14
16113,94010,Manual,0,0,0,30948,0,57.07
18344,91364,Skilled Manual,0,1,0,55522,0,48.14
27506,94010,Skilled Manual,0,1,0,58269,0,48.73
12780,98501,Skilled Manual,1,1,0,51827,0,51.2
18504,94010,Manual,1,1,2,35574,0,52.12
12841,91940,Clerical,0,1,0,80995,0,51.31
18380,97222,Skilled Manual,1,2,1,57976,1,49.27
14201,75013,Clerical,1,1,2,76590,1,53.78
13400,91941,Manual,1,1,1,28360,0,46.86
26081,98104,Manual,0,1,0,28910,0,54.24
15418,V6B 3P7,Professional,1,3,0,138805,0,53.7
17561,90706,Clerical,1,2,2,87348,1,49.84
21179,4000,Skilled Manual,1,1,1,54443,1,52.44
27107,90012,Manual,0,1,1,31075,1,48.83
14601,94519,Manual,0,1,0,28274,0,45.71
18954,94536,Management,1,2,0,106003,1,59.24
19151,98366,Management,1,0,0,109496,1,54.8
24087,33098,Management,1,3,0,102606,1,54.53
24687,98201,Manual,1,0,0,33324,0,49.87
19035,42651,Manual,1,1,0,32708,0,49.91
14963,CM11,Professional,1,2,0,129036,0,52.72
22540,CM11,Skilled Manual,0,1,0,52224,0,47.86
27561,91791,Skilled Manual,0,0,0,57941,0,52.65
19246,98027,Management,1,2,0,109936,1,51.16
15687,91940,Manual,1,1,0,28722,0,46.24
19363,59170,Management,1,2,0,109637,1,53.02
26625,97071,Professional,1,1,0,134730,0,52.95
21195,3198,Management,1,2,1,110609,1,61.28
23338,91932,Skilled Manual,0,1,0,58788,0,47.96
23294,98225,Skilled Manual,1,1,1,56716,1,47.8
29316,2036,Clerical,1,3,0,84153,1,54.62
19387,24044,Management,1,1,0,105811,0,51.69
16158,6006,Professional,1,1,0,129106,0,52.37
19632,2300,Manual,1,1,0,32791,0,51.5
13424,97330,Manual,0,0,1,30173,1,50.27
15903,94704,Clerical,1,0,0,81121,1,50.2
16492,2500,Clerical,1,2,1,87700,1,56.92
11690,98366,Skilled Manual,1,2,0,57718,1,48.78
27536,V8V,Skilled Manual,1,2,1,54518,1,50.48
19931,38231,Skilled Manual,1,0,0,55241,0,50.95
26169,94070,Clerical,0,3,0,76451,1,50.3
25696,57000,Skilled Manual,1,2,1,61204,1,55.31
13731,92118,Manual,0,0,0,32710,0,45.87
26095,V9B 2C3,Clerical,1,2,1,82500,1,53.48
26416,E17 6JF,Clerical,1,0,1,85802,1,52.45
28598,92102,Skilled Manual,1,2,0,56113,1,51.07
19955,3220,Management,0,3,0,108471,1,51.78
13407,W10 6BL,Manual,0,0,0,32830,0,46.96
20006,97071,Professional,1,2,0,132365,1,55.69
14613,98312,Professional,1,1,2,138560,1,58.49
25148,91910,Clerical,1,2,0,84914,0,56.41
19208,98284,Skilled Manual,1,2,1,51201,1,47.68
27201,98270,Professional,1,1,1,132213,1,58.36
19976,4169,Skilled Manual,0,1,0,57403,0,48.07
18036,40605,Skilled Manual,0,0,0,61398,0,50.89
25802,95010,Skilled Manual,1,2,0,61521,1,48.88
28748,GL50,Skilled Manual,0,1,0,54743,0,52.43
18136,W1N 9FA,Skilled Manual,1,1,0,52379,0,52.08
12086,V8X,Clerical,1,1,0,80354,0,50.94
14335,99362,Manual,0,1,0,36018,0,46.66
25359,90802,Skilled Manual,1,1,0,54986,0,49.72
20013,97330,Skilled Manual,0,1,0,61938,0,49.68
27753,97068,Clerical,0,3,0,87727,1,49.69
19756,91910,Skilled Manual,0,1,0,54489,0,51.08
22306,75007,Skilled Manual,0,2,0,59413,1,48.71
18813,98107,Skilled Manual,0,2,0,54754,0,50.79
24929,98371,Clerical,1,3,0,81564,1,56.45
15091,45001,Management,1,3,1,105456,1,53.58
23426,2055,Clerical,0,3,0,77926,1,50.96
14938,EC1R 0DU,Manual,0,0,0,28910,0,45.47
16311,SW6 SBY,Management,1,0,2,109678,1,58.31
12641,75017,Clerical,1,0,1,78162,1,51.38
18006,33041,Professional,1,3,1,136933,1,52.08
19361,LE18,Professional,1,3,0,135315,1,52.55
29313,6105,Clerical,1,1,1,81600,1,53.01
19227,97005,Skilled Manual,1,0,1,56770,1,56.42
14750,94947,Skilled Manual,1,1,0,50952,0,48.13
28005,94704,Skilled Manual,1,2,1,50930,1,51.03
25723,93400,Clerical,1,2,0,80515,1,54.26
16297,60323,Professional,1,2,0,132129,1,51.8
12529,94704,Management,1,0,2,106329,1,53.05
16345,2500,Management,1,2,1,103709,1,57.46
20769,98036,Clerical,1,1,1,83903,1,51.93
26935,75007,Clerical,1,1,0,82028,0,54.74
19648,V8X,Skilled Manual,0,1,0,58704,0,48.78
28118,4000,Clerical,1,1,0,85299,1,50.72
28636,94536,Professional,1,2,0,129338,0,51.52
27126,80610,Professional,1,2,0,136576,0,55.07
14572,91950,Professional,1,2,0,136119,0,52.33
12762,91977,Clerical,1,3,1,87291,1,56.84
11070,3429,Manual,1,1,0,35987,1,48.56
20403,4700,Manual,1,1,2,27489,0,48.85
11530,V7L 4J4,Management,1,4,0,107526,0,58.56
22240,98270,Clerical,1,2,1,83391,1,51.23
24279,4700,Management,1,3,0,109705,1,58.55
12104,94303,Clerical,1,2,1,82930,1,51.57
14640,V9,Skilled Manual,0,1,0,52120,0,48.37
11297,91502,Management,1,1,0,106973,0,51.66
24522,90401,Clerical,1,1,1,80949,1,49.68
13721,98501,Manual,0,0,0,29386,0,48.81
16526,3429,Professional,0,0,0,138245,1,54.39
27685,3000,Management,1,2,2,109116,1,60.47
12519,PB12,Clerical,0,0,0,84001,1,53.66
27905,WA1,Skilled Manual,0,0,0,57164,0,52.97
12836,GL50,Skilled Manual,0,1,0,52345,0,51.55
19630,4655,Manual,1,1,1,29177,0,47.77
29359,E17 6JF,Clerical,1,0,1,83583,1,54.27
25123,2450,Clerical,1,0,1,76637,1,53.48
29213,V8Y 1L1,Skilled Manual,0,1,0,54247,0,49.88
17974,RG11 5TP,Management,1,1,1,101823,1,54.45
23210,94519,Clerical,1,3,0,77108,1,51.88
11585,CM11,Skilled Manual,1,1,1,60833,1,48.71
11424,12311,Management,1,1,0,105011,0,51.73
12939,V9B 2C3,Management,1,3,0,106823,1,54.64
16468,75009,Skilled Manual,0,2,0,59619,1,50.84
20639,97071,Management,1,3,1,108295,1,53.36
16562,OX1,Management,1,3,0,111482,0,51.7
25287,V3A 4R2,Professional,1,2,0,136135,1,56.26
27747,98020,Clerical,0,0,0,82539,0,49.72
28204,2500,Clerical,1,1,0,81209,0,50.49
24213,RG7 5H7,Skilled Manual,1,1,0,58478,0,57.16
26842,LE18,Manual,0,0,1,28727,0,48.69
21890,2010,Manual,0,1,0,32404,0,46.12
15694,GL50,Skilled Manual,1,2,1,57064,1,53.03
19595,3198,Professional,1,2,0,133345,1,55.4
22799,CM11,Skilled Manual,1,1,0,55517,1,48.64
19483,L4 4HB,Manual,1,0,1,32642,1,49.09
16690,2113,Professional,1,2,0,137343,1,52.81
13006,3220,Skilled Manual,0,1,0,53266,0,48.95
11438,59368,Skilled Manual,1,2,0,53908,0,47.86
28354,V2W 1W2,Clerical,0,3,0,77263,1,57.83
27001,66578,Skilled Manual,0,1,2,58328,1,50.74
25442,91940,Clerical,1,0,0,79793,1,49.36
22586,YO15,Management,1,1,0,108951,0,55.02
21774,90505,Manual,1,1,1,35074,1,49.09
25040,97301,Clerical,0,3,0,86988,0,50.53
15377,V8V,Management,1,2,0,102258,1,51.3
29066,3280,Professional,1,1,0,130953,0,52.6
13544,SE1 8HL,Skilled Manual,0,1,0,55230,0,52.24
17680,V8X,Clerical,1,3,1,78687,1,52.54
22467,SL67RJ,Manual,0,0,0,34581,0,49.25
27065,94536,Manual,0,0,0,34875,1,45.87
12905,98036,Skilled Manual,0,0,0,56163,1,48.79
24643,90505,Management,1,2,1,105246,1,52.63
20339,90802,Professional,1,1,1,132401,1,54.13
12477,75008,Skilled Manual,1,0,1,56710,1,51.5
14596,91941,Management,1,1,0,105585,0,50.56
12968,97068,Management,1,2,2,102843,1,52.11
16167,3429,Management,1,2,0,108921,1,51.26
29273,90706,Clerical,1,3,1,82552,1,52.73
13709,V9,Management,1,1,0,108806,1,56.12
27646,91932,Professional,1,2,0,131929,1,62.17
19229,91945,Management,1,2,0,104588,1,55.24
27076,91941,Management,1,2,0,109272,1,51.18
14718,46236,Management,0,1,0,105660,0,55.4
17675,98225,Skilled Manual,1,1,0,57869,0,48.39
21539,78000,Skilled Manual,1,2,1,54364,1,60.91
26685,92625,Professional,1,1,0,131067,0,59.08
26666,7001,Professional,1,3,0,132986,0,52.63
25488,GA10,Skilled Manual,1,1,2,53183,1,51.12
25573,SW1P 2NU,Clerical,1,1,1,86456,1,51.18
22933,2055,Clerical,1,2,0,79816,0,54.35
13213,99362,Clerical,1,1,1,81813,0,53.48
28865,94519,Clerical,0,0,0,86032,1,50.39
15623,75006,Management,1,3,0,105251,0,51.21
22246,91941,Clerical,1,0,1,80724,1,54.38
15158,90012,Professional,1,2,1,130358,1,56.01
11583,78400,Skilled Manual,0,1,0,57905,0,48.79
26245,90210,Management,1,2,0,110678,1,54.45
17023,V8V,Management,1,0,0,110644,1,59.29
27352,5023,Manual,0,0,0,33756,0,48.99
23684,91941,Management,1,1,0,103502,0,52.77
28849,99202,Skilled Manual,0,1,0,56507,0,48.64
20672,94519,Professional,1,2,0,133836,1,55.23
16366,V8Y 1L1,Skilled Manual,1,1,0,52251,1,47.69
16947,95062,Skilled Manual,0,2,0,58140,1,48.85
28795,92625,Management,1,2,0,111136,1,58.29
21146,99202,Manual,1,1,0,28722,0,52.14
15196,94015,Clerical,0,2,0,87641,1,54.78
26690,91502,Professional,1,2,2,127437,1,54.71
14634,97068,Clerical,1,1,0,84166,0,50.38
14234,6006,Clerical,0,0,0,85772,1,51.09
11257,92625,Skilled Manual,1,2,0,52240,0,51.66
25143,59491,Clerical,0,3,0,78628,1,54.05
19257,48001,Clerical,1,1,0,84179,0,50.28
12884,91364,Professional,1,0,0,127334,0,53.41
22021,98055,Skilled Manual,0,1,0,61886,0,50.15
25661,92081,Management,1,2,1,105044,1,58.35
23552,V8P,Skilled Manual,0,0,0,57853,0,49.17
15807,2036,Skilled Manual,0,1,0,62491,1,60.56
25050,92118,Skilled Manual,0,0,0,55389,1,48.08
12155,98901,Manual,0,1,0,33168,0,49.34
23648,4217,Clerical,0,1,0,86003,0,50.34
25992,V8V,Clerical,1,2,1,80260,1,53.42
19174,59100,Skilled Manual,0,1,0,52286,0,51.96
18109,92806,Clerical,1,2,0,79608,0,53.3
28824,98052,Clerical,0,1,0,85007,0,50.98
20323,98052,Skilled Manual,0,2,0,61568,1,58.47
26752,6006,Skilled Manual,1,0,1,56605,1,59.54
12811,38231,Skilled Manual,0,2,0,58738,0,51.42
28403,SW1P 2NU,Professional,1,1,0,138124,0,52.95
26436,3550,Skilled Manual,0,1,0,59945,0,50.36
20728,93290,Management,0,3,0,108310,0,51.4
18869,91950,Manual,1,0,0,31920,1,45.86
24988,95062,Clerical,1,1,1,84395,1,51.06
22011,98052,Skilled Manual,0,2,0,58722,0,52.34
12465,GL7 1RY,Skilled Manual,1,1,1,59813,1,51.34
21870,TY31,Skilled Manual,1,1,0,52082,1,48.71
27813,91480,Skilled Manual,0,1,0,62050,1,53.11
26953,59100,Manual,0,0,1,28821,0,45.59
11407,48001,Clerical,1,2,1,78168,1,54.98
22049,94704,Professional,1,0,0,130725,1,53.38
15256,92118,Skilled Manual,0,1,0,54541,0,51.54
19752,2055,Skilled Manual,1,1,1,58931,1,49.18
20322,98270,Skilled Manual,0,1,0,56161,0,51.2
26164,4810,Management,1,2,1,109515,1,51.73
24446,94704,Skilled Manual,1,1,0,62000,0,49.43
14511,98027,Clerical,1,2,2,80007,1,51.59
15674,91054,Skilled Manual,0,1,0,57249,0,50.39
17823,92150,Clerical,1,0,1,85446,1,58.87
15471,94303,Professional,1,1,0,129577,0,51.71
24297,91932,Skilled Manual,0,1,0,55621,0,48.47
24843,66740,Manual,1,0,0,35985,1,52.52
26082,91945,Manual,0,1,0,35101,0,54.65
11675,98201,Clerical,0,1,0,80016,1,62.51
25550,40434,Management,1,2,1,106217,1,55.0
13008,3220,Skilled Manual,1,2,0,55024,1,54.45
27944,34117,Manual,0,0,0,34109,0,47.32
18399,94519,Management,1,3,0,112206,1,51.3
28035,V2M1N7,Skilled Manual,1,2,0,51963,0,48.15
27298,V2W 1W2,Clerical,0,1,0,87360,0,53.16
15566,V2M1P1,Professional,1,3,1,131076,1,58.61
17189,14129,Manual,1,1,1,29576,0,50.21
19012,91977,Manual,1,0,0,30804,1,49.23
14738,91941,Clerical,1,1,0,82941,0,59.94
16769,90241,Clerical,1,3,1,87887,1,51.9
26016,94704,Skilled Manual,0,2,0,59811,1,58.59
23787,94704,Manual,0,0,0,33866,1,47.91
27885,W1V 5RN,Management,1,1,2,105578,1,54.41
18574,90012,Professional,1,3,1,130305,1,55.2
27542,98201,Skilled Manual,1,2,1,58426,1,49.78
28418,75017,Skilled Manual,1,1,1,55985,1,49.34
14459,V7L 4J4,Clerical,1,3,0,82946,1,54.91
28408,SL4 1RH,Manual,0,1,0,32616,0,46.77
22001,7001,Skilled Manual,1,1,0,58593,0,56.69
29438,53131,Professional,1,1,0,138358,1,60.05
14430,98104,Management,1,1,1,103727,1,50.81
25731,W10 6BL,Skilled Manual,0,1,0,55092,0,50.46
18752,92625,Skilled Manual,0,1,0,54538,0,50.3
28858,94941,Management,1,1,0,110993,0,61.39
18780,94947,Manual,0,1,0,36273,0,47.34
12072,90712,Professional,1,2,2,131056,1,54.96
15155,94014,Management,1,1,2,104997,1,52.9
14056,3550,Management,1,2,0,105177,1,52.44
28800,94010,Skilled Manual,0,0,0,58330,1,51.53
15917,V8Y 1L1,Skilled Manual,1,1,0,60199,0,48.25
19917,RG41 1QW,Skilled Manual,1,2,0,51848,0,47.9
12279,75017,Skilled Manual,0,2,0,56306,0,48.6
19274,63151,Manual,1,1,1,25718,0,46.53
16145,98371,Clerical,1,0,0,77892,0,53.25
21531,93400,Skilled Manual,1,1,1,53201,1,51.09
24020,GL50,Skilled Manual,0,0,0,52244,1,50.07
25795,66578,Clerical,1,0,0,81991,1,52.39
20670,V8V,Clerical,1,3,1,83032,1,51.7
11850,94947,Management,1,1,0,106366,0,51.34
20369,97330,Manual,0,0,0,27987,0,54.29
11565,SL4 1RH,Skilled Manual,0,2,0,56597,1,54.93
19348,L4 4HB,Skilled Manual,1,2,0,57575,0,48.27
18658,99202,Skilled Manual,1,1,1,57906,1,56.01
25600,75009,Management,1,2,1,108148,1,52.94
11227,94014,Manual,1,0,0,27973,0,50.16
25749,59170,Manual,0,0,1,29233,0,49.87
